,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
0,gsea,JI_CARCINOGENESIS_BY_KRAS_AND_STK11_DN,0.901536850192151,2.0284364393285967,1.903637851935048e-05,0.7424347231084075,0.24027,7/11,4.56%,VEGFC;PDGFRB;NCAM1;LOXL1;TIMP1;LOXL3;C2
1,gsea,GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP,0.6523159376002289,1.976063076597111,0.004038185979864897,0.8266638223099879,0.38569,44/76,15.58%,BLVRB;XK;ICAM4;RHAG;KLF1;MPST;CCL5;TFR2;PRKAR2B;TPM1;HBD;CA1;ITGA2B;PF4;PPIF;ELOVL6;LMNA;PRDX2;CEP55;TK1;SPTA1;CDKN3;CDK1;MELK;KIF11;RRM2;TUBB2A;TOP2A;CCNB2;HBB;DLGAP5;APOE;CDC20;IL1RN;CHEK1;TST;CCL20;KIF15;CD36;MICAL2;PDLIM1;GINS1;CCL8;PRC1
2,gsea,SERVITJA_LIVER_HNF1A_TARGETS_UP,0.53042459211373,1.9411401609892698,0.0030042838862822914,0.9056486253228803,0.49475,55/109,19.71%,ADRA2A;SERPINE1;CBR1;CRAT;LGALS1;CBR3;TRPM4;SLPI;UBE2C;CXCL1;ACOT4;ELOVL6;ABCC4;TPX2;ABCC3;ANXA2;PLTP;ADORA1;ARHGAP18;CDCA8;IGF2BP3;HTRA3;ESCO2;ANLN;KIF11;HMMR;KIF20A;CCNB2;TNFRSF12A;ADAMTS5;CDKN1C;CDC20;MGST2;SCD;FABP4;ECT2;NQO1;AURKB;CCNA2;BUB1;GAS2L3;CCL2;PTGFR;KIF2C;AKAP12;SERPINB1;PER3;CCNB1;RGS16;TMEM116;NEK2;RACGAP1;THBS1;RAB34;GALK1
3,gsea,NIKOLSKY_BREAST_CANCER_21Q22_AMPLICON,0.8523459207126252,1.929829464768973,0.0013173652694610778,0.7935858325590707,0.53084,9/13,6.79%,YBEY;POFUT2;C21orf58;SLC19A1;LSS;COL6A2;MCM3AP;PCNT;DIP2A
4,gsea,ROSS_AML_OF_FAB_M7_TYPE,0.5823906959338163,1.9109525856810938,0.008679815553919478,0.8175623895231443,0.59054,31/60,20.42%,SOD1;PLOD2;TAL1;FHL2;ICAM4;RHAG;GP1BA;KLF1;MYL4;TFR2;TPM1;DNM3;KEL;GATA1;UROD;ITGA2B;GJA4;ABCC4;PTGS1;ANK1;PNMT;DNAJC6;APOE;GATA2;DRAP1;FADS2;PROS1;PDCD10;HIGD1A;VPS37B;MRPS12
5,gsea,REACTOME_SMOOTH_MUSCLE_CONTRACTION,0.7363270653712284,1.8883195819796357,0.0025303443640532952,0.9136864623035879,0.65874,12/21,14.10%,MYL9;CALD1;MYLK;TPM1;LMOD1;ITGB5;TPM4;MYL6;VCL;MYL6B;ACTA2;MYL12B
6,gsea,HUMMERICH_BENIGN_SKIN_TUMOR_UP,0.7951019914722917,1.8818181578089546,0.0015600624024961,0.8499329553423343,0.67745,8/12,13.05%,USP25;GSTO1;SLPI;FABP5;S100A9;GLRX;RHOG;S100A8
7,gsea,DMAP_BCELLA1,-0.7060082356275154,-1.8811681234758433,0.019469641251940836,1.0,0.6966,46/65,17.19%,TPST1;STAG3;ADAM28;PEG10;FCER2;COBLL1;CD200;FCRL2;P2RX5;SWAP70;BLK;OSBPL10;ABCB4;ABCA1;SNX9;HLA-DOB;ZNF318;CNR1;EIF2AK3;CD79A;RALGPS2;TSPYL2;BANK1;PLEKHA2;BLNK;NR3C2;MTMR10;CD79B;SCN3A;RAB30;MS4A1;PNOC;LONRF1;PTPRK;CD72;ADK;FAM102A;ZBTB10;POU2AF1;PRDM4;PRKCE;RASGRP3;CR2;MBD4;TCL1A;IRS1
8,gsea,DMAP_BCELLA3,-0.7035537436492437,-1.868283600416837,0.020911296623761153,1.0,0.7305,36/50,16.31%,COL4A3;STAG3;ADAM28;PEG10;COBLL1;FCRL2;P2RX5;COL4A4;SWAP70;BLK;OSBPL10;SNX9;COCH;HLA-DOB;CNR1;EIF2AK3;CD79A;RALGPS2;TSPYL2;GRAMD1C;BANK1;BLNK;NR3C2;CD79B;SCN3A;MS4A1;PNOC;LONRF1;PTPRK;ADK;FAM102A;POU2AF1;PRDM4;RASGRP3;CR2;MBD4
9,gsea,GOLDRATH_NAIVE_VS_EFF_CD8_TCELL_DN,0.538571746213309,1.8676785246266407,0.01741074841372984,0.8862171784490331,0.71631,105/185,20.73%,FCER1G;ACOT7;LGALS3;FHL2;LGALS1;LAG3;F2RL3;BATF3;CDKN2C;NCAPH;CA1;HOPX;GZMA;EMP1;S100A4;MT1E;IFNG;IFITM3;CCL4;TYMS;TK1;PDCD1;GZMB;CAPN2;ANXA2;PRF1;KIFC1;PERP;FASLG;CDKN3;CISH;CDK1;EMP3;BCL2A1;CDCA5;GCAT;BIRC5;KIF4A;CDCA8;LITAF;ANLN;KIF11;MKI67;PLSCR1;KIF20A;CDC45;EFHD2;TOP2A;MT2A;CCNB2;RAD51;ODC1;DLGAP5;CENPA;ASF1B;PRDX4;PLP2;CHEK1;RHD;E2F8;CDCA3;CCR5;BHLHE40;DTL;TTK;GLRX;S100A10;CKS2;CCNF;MCM10;CAPG;ASPM;CD244;ECT2;CKS1B;VCL;ITGAX;AURKB;CDC25C;ELL2;KLRG1;ANXA1;CCNA2;BUB1;AURKA;PRC1;KIF2C;GZMM;UBE2T;CDC6;TNFRSF9;TPI1;KLRK1;ADAM8;NEK2;SCPEP1;S100A6;CYFIP1;CD99;ANXA4;GZMK;NPPA;GNG10;GMNN;PCNA
